idx,Arab,Gender,Age,Religion,Religiosity,pop_w,Area,FamilyStatus,Profession,Bornplace,Immigration1990,ImmigrationYear,FamilyNumber,Income,Education,VoteTend,Vote19,Vote19Other,VoteSure,c_Likud,c_Lavan,c_Avoda,c_NYamin,c_Meretz,c_UYamin,c_Liberman,c_Kahlon,c_Gesher,c_Gimel,c_Shas,c_Hadash,c_Balad,c_Zehut,c_Other,c_Other_txt,Friends,g_Likud,g_Lavan,g_Avoda,g_NYamin,g_Meretz,g_UYamin,g_Liberman,g_Kahlon,g_Gesher,g_Gimel,g_Shas,g_Hadash,g_Balad,g_Zehut,g_Other,g_Other_txt,VoteSecurity,VoteEconomic,VoteSocial,VoteClean,VoteDecent,VoteReligious,VoteTradition,Transp,Vote15,TwoStateCon,TwoStateFor,TwoStateAgainst,TwoStateComb
80,0,Woman,18,Jewish,Traditional,1.062425593,TelAviv,Single,Soldier,Israel,,,2,WellBelowAvg,Matriculation,5,No,"",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"",1,2,3,6,5,4,7,3,Couldnt,2,,3,3
81,0,Woman,30,Jewish,Religious,0.778403312,TelAviv,Married,Unemployed,Israel,,,3,WellBelowAvg,AcademicFirst,1,UYamin,"",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",1,4,3,5,6,2,7,1,Bait,2,,5,5
82,0,Man,30,Jewish,Secular,0.871188986,Jerusalem,Single,Student,Israel,,,5,WellBelowAvg,Matriculation,2,Lavan,"",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",5,3,4,1,2,6,7,4,No,2,,1,1
83,0,Man,30,Jewish,Traditional,1.062425593,Jerusalem,Married,Partial,Israel,,,4,SlightBelowAvg,HighSchool,1,Likud,"",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,"",2,1,3,4,6,5,,1,Yachad,1,5,,5
84,0,Man,40,Jewish,Religious,0.778403312,Sharon,Married,Full,Israel,,,6,Decline,Matriculation,1,Float,"",,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"",2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,"",,1,3,2,,,,4,Other,2,,5,5
85,0,Woman,53,Jewish,Secular,0.871188986,South,Married,Full,Israel,,,3,WellAboveAvg,AcademicHigh,1,Avoda,"",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",5,4,6,1,3,2,7,5,Avoda,1,1,,1
86,0,Man,19,Jewish,TradRelig,1.369131627,TelAviv,Single,Soldier,Israel,,,4,Decline,Matriculation,2,Likud,"",2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,"",1,4,3,6,7,2,5,2,No,2,,5,5
87,0,Woman,20,Jewish,Secular,0.871188986,Haifa,CommonLaw,Soldier,Israel,,,2,WellBelowAvg,HighSchool,1,Float,"",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,"",,,,,,1,,4,Kahlon,2,,3,3
88,0,Man,32,Jewish,Religious,0.778403312,TelAviv,CommonLaw,Decline,Israel,,,2,Decline,AcademicFirst,1,Likud,"",1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"",1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,"",1,2,3,4,7,5,6,3,Likud,1,1,,1
89,0,Woman,25,Jewish,Secular,0.871188986,TelAviv,Single,Full,Israel,,,2,WellBelowAvg,AcademicFirst,1,Lavan,"",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",4,1,3,5,6,2,7,5,Avoda,1,1,,1
90,0,Man,24,Jewish,Secular,0.871188986,Haifa,Single,Student,Israel,,,5,Decline,Matriculation,2,Float,"",,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,"",6,4,5,2,3,1,7,3,Lapid,1,1,,1
91,0,Woman,60,Jewish,Traditional,1.062425593,Sharon,Married,Partial,Israel,,,6,LikeAvg,Matriculation,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,"",1,2,3,5,4,6,7,3,Likud,2,,5,5
92,0,Man,49,Jewish,Secular,0.871188986,South,Married,Independent,Israel,,,4,SlightAboveAvg,AcademicFirst,3,Avoda,"",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",5,4,2,1,3,6,7,4,Avoda,2,,2,2
93,0,Woman,20,Jewish,Traditional,1.062425593,South,CommonLaw,Full,Israel,,,2,WellBelowAvg,Matriculation,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"",1,2,3,,,,,3,Couldnt,1,3,,3
94,0,Man,64,Jewish,Secular,0.871188986,TelAviv,Single,Independent,Israel,,,1,,AcademicFirst,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,"",4,3,2,1,5,6,7,4,Avoda,2,,2,2
95,0,Woman,20,Jewish,Traditional,1.062425593,TelAviv,Single,Partial,Israel,,,4,LikeAvg,Matriculation,1,Lavan,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"",2,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,"",1,5,3,2,4,6,7,4,Couldnt,1,1,,1
96,0,Man,36,Jewish,Traditional,1.062425593,Haifa,Married,Full,Israel,,,5,LikeAvg,Matriculation,2,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"",,1,,,,,,1,Likud,1,1,,1
97,0,Man,38,Jewish,Secular,0.871188986,Sharon,Married,Student,Israel,,,2,SlightBelowAvg,HighSchool,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"",1,2,3,,,,,2,Likud,1,2,,2
98,0,Woman,46,Jewish,Secular,0.871188986,Jerusalem,Single,Full,Israel,,,3,SlightBelowAvg,Matriculation,3,Float,"",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,"",1,4,2,3,5,7,6,2,Likud,1,5,,5
99,0,Woman,53,Jewish,Traditional,1.062425593,Jerusalem,Married,Full,Abroad,SovietUnion,1993,4,SlightAboveAvg,AcademicFirst,1,Zehut,"",2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"",3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"",1,2,3,4,6,7,5,2,Likud,1,2,,2
100,0,Man,30,Jewish,TradRelig,1.369131627,South,Married,Full,Abroad,Before1990,,4,SlightAboveAvg,Tertiary,5,Zehut,"",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,"",1,2,3,,,,,4,Lapid,1,2,,2
101,0,Man,22,Jewish,Secular,0.871188986,Haifa,Single,Soldier,Israel,,,4,LikeAvg,Matriculation,1,Lavan,"",2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"",3,2,1,5,4,6,7,4,Lapid,2,,2,2
102,0,Man,28,Jewish,Traditional,1.062425593,South,Single,Full,Israel,,,2,LikeAvg,Matriculation,1,Likud,"",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,"",3,2,1,4,5,7,6,4,Likud,1,5,,5
103,0,Woman,37,Jewish,Traditional,1.062425593,TelAviv,Married,Independent,Abroad,Before1990,,6,LikeAvg,Matriculation,1,Likud,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"",1,2,3,,4,,5,3,Likud,1,4,,4
104,0,Woman,64,Jewish,Traditional,1.062425593,Haifa,Married,Retiree,Israel,,,3,WellBelowAvg,HighSchool,1,Likud,"",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"",1,2,4,5,3,7,6,2,Likud,1,2,,2
105,0,Woman,51,Jewish,Religious,0.778403312,Jerusalem,Married,Independent,Israel,,,10,LikeAvg,Tertiary,1,NYamin,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"",1,4,3,7,5,2,6,2,Bait,2,,5,5
106,0,Woman,54,Jewish,Secular,0.871188986,TelAviv,Married,Full,Israel,,,5,Decline,Tertiary,1,Avoda,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",1,5,4,2,3,7,6,4,Avoda,1,1,,1
107,0,Woman,43,Jewish,TradRelig,1.369131627,South,Married,Full,Israel,,,5,SlightAboveAvg,AcademicFirst,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"",1,2,3,5,7,4,6,4,Likud,2,,5,5
108,0,Man,36,Jewish,TradRelig,1.369131627,TelAviv,Single,Independent,Israel,,,1,,Matriculation,1,Likud,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"",1,2,3,7,6,4,5,3,Likud,1,5,,5
109,0,Man,28,Jewish,Secular,0.871188986,Jerusalem,Married,Partial,Abroad,Other,,2,SlightBelowAvg,AcademicFirst,5,Zehut,"",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"",3,1,2,,,,,2,No,2,,5,5
110,0,Man,21,Jewish,Secular,0.871188986,Haifa,Single,SoldierKeva,Israel,,,4,SlightAboveAvg,Matriculation,2,NYamin,"",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"",2,,1,,,,,2,Couldnt,2,,3,3
111,0,Woman,30,Jewish,Secular,0.871188986,South,Married,Full,Israel,,,3,SlightBelowAvg,Matriculation,3,Likud,"",2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",1,2,3,4,5,7,6,3,Likud,2,,1,1
112,0,Man,21,Jewish,Secular,0.871188986,TelAviv,Single,Full,Israel,,,5,SlightBelowAvg,Matriculation,1,Kahlon,"",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,"",2,1,3,5,4,7,6,3,Couldnt,2,,5,5
113,0,Man,20,Jewish,Secular,0.871188986,Haifa,Single,Soldier,Israel,,,4,Decline,Matriculation,1,Zehut,"",2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,"",2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,"",1,3,2,6,5,4,7,4,Couldnt,1,3,,3
114,0,Woman,18,Jewish,Religious,0.778403312,TelAviv,Single,Student,Israel,,,7,LikeAvg,Matriculation,1,NYamin,"",3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,"",1,4,2,5,6,3,7,3,Couldnt,1,5,,5
115,0,Woman,22,Jewish,Traditional,1.062425593,Haifa,Single,Student,Israel,,,5,SlightBelowAvg,Matriculation,1,Likud,"",2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,"",1,2,3,7,4,5,6,3,Likud,1,3,,3
116,0,Man,23,Jewish,Religious,0.778403312,South,CommonLaw,Soldier,Israel,,,9,WellBelowAvg,Matriculation,1,Zehut,"",1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"",1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"",1,2,,,,,3,4,Shas,1,5,,5
117,0,Woman,32,Jewish,Traditional,1.062425593,Jerusalem,Married,Full,Israel,,,3,SlightBelowAvg,Tertiary,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",1,2,6,7,5,3,4,2,Likud,1,5,,5
118,0,Woman,26,Jewish,Secular,0.871188986,TelAviv,CommonLaw,Student,Israel,,,3,Decline,AcademicFirst,1,Meretz,"",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"",3,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,"",3,2,1,4,5,6,7,5,Meretz,2,,1,1
119,0,Woman,26,Jewish,Traditional,1.062425593,TelAviv,Single,Student,Israel,,,2,WellBelowAvg,AcademicFirst,1,Gesher,"",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,"",,2,1,3,,,,4,Avoda,2,,2,2
120,0,Woman,28,Jewish,Secular,0.871188986,Haifa,Married,Partial,Abroad,SovietUnion,1998,3,SlightBelowAvg,HighSchool,2,Float,"",,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,אף אחת,4,1,2,3,,,,2,No,2,,4,4
121,0,Man,54,Jewish,Secular,0.871188986,TelAviv,Single,Independent,Israel,,,2,SlightAboveAvg,AcademicFirst,1,Lavan,"",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",1,2,3,4,6,7,5,5,Avoda,1,1,,1
122,0,Woman,41,Jewish,Secular,0.871188986,South,Married,Full,Israel,,,6,SlightAboveAvg,AcademicFirst,1,Lavan,"",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"",2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,"",1,2,5,3,4,7,6,4,Kahlon,2,,4,4
123,0,Woman,33,Jewish,Traditional,1.062425593,TelAviv,Married,Independent,Abroad,Other,,6,SlightAboveAvg,Matriculation,3,Float,"",,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"",2,1,3,5,4,6,7,3,Likud,1,4,,4
124,0,Woman,37,Jewish,Traditional,1.062425593,South,Separated,Full,Israel,,,4,WellBelowAvg,Matriculation,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,"",1,2,3,,4,,,2,Likud,1,5,,5
125,0,Woman,55,Jewish,Traditional,1.062425593,TelAviv,Married,Partial,Israel,,,4,SlightAboveAvg,Tertiary,1,Avoda,"",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",4,5,3,2,1,6,7,4,Avoda,1,1,,1
126,0,Man,34,Jewish,Secular,0.871188986,South,CommonLaw,Full,Israel,,,2,WellBelowAvg,HighSchool,1,Gesher,"",2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,"",2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,"",6,4,1,2,3,5,7,4,Meretz,2,,1,1
127,0,Man,37,Jewish,Traditional,1.062425593,South,Married,Full,Israel,,,5,LikeAvg,AcademicFirst,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,"",1,2,3,4,5,6,7,2,Likud,2,,1,1
128,0,Man,45,Jewish,Secular,0.871188986,TelAviv,Divorced,Unemployed,Israel,,,3,WellBelowAvg,HighSchool,1,Kahlon,"",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"",2,3,4,1,5,6,7,4,Kahlon,1,2,,2
129,0,Man,64,Jewish,Secular,0.871188986,TelAviv,Married,Retiree,Israel,,,3,Decline,AcademicFirst,1,Meretz,"",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,"",1,2,3,4,5,7,6,5,Meretz,1,1,,1
130,0,Woman,33,Jewish,Secular,0.871188986,South,Married,Full,Israel,,,5,SlightBelowAvg,AcademicFirst,1,Likud,"",2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"",1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"",1,2,3,5,4,7,6,3,Likud,2,,5,5
131,0,Man,21,Jewish,Religious,0.778403312,Haifa,Married,Full,Israel,,,2,LikeAvg,HighSchool,3,Liberman,"",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"",1,2,4,3,6,5,7,4,Couldnt,2,,3,3
132,0,Woman,47,Jewish,Religious,0.778403312,TelAviv,Divorced,Full,Israel,,,7,WellBelowAvg,Tertiary,2,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"",4,5,1,2,7,3,6,5,Likud,1,3,,3
133,0,Woman,27,Jewish,Secular,0.871188986,Sharon,Single,Student,Israel,,,3,LikeAvg,AcademicFirst,1,Lavan,"",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"",3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,"",2,3,4,5,6,1,7,4,Likud,2,,5,5
134,0,Man,28,Jewish,Religious,0.778403312,Haifa,Married,Student,Israel,,,4,WellBelowAvg,Matriculation,1,Likud,"",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"",1,6,7,2,3,4,5,3,Bait,1,5,,5
135,0,Man,25,Jewish,Religious,0.778403312,TelAviv,Single,Student,Israel,,,3,WellBelowAvg,AcademicFirst,1,UYamin,"",2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"",1,6,5,2,4,3,7,5,Bait,2,,3,3
136,0,Woman,22,Jewish,TradRelig,1.369131627,TelAviv,Single,Student,Israel,,,4,WellBelowAvg,Tertiary,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"",3,4,5,7,6,2,1,1,Shas,1,3,,3
137,0,Man,56,Jewish,Secular,0.871188986,South,Divorced,Independent,Israel,,,1,,Matriculation,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,"",1,2,3,4,5,6,7,2,Lapid,1,1,,1
138,0,Man,41,Jewish,Traditional,1.062425593,South,Single,Full,Israel,,,2,SlightBelowAvg,HighSchool,4,Float,"",,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",2,1,3,5,6,4,7,3,No,2,,5,5
139,0,Woman,30,Jewish,TradRelig,1.369131627,South,Married,Independent,Israel,,,4,SlightBelowAvg,AcademicFirst,2,Float,"",,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"",2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"",1,2,4,5,6,3,7,2,Shas,1,4,,4
140,0,Woman,57,Jewish,Secular,0.871188986,TelAviv,Divorced,Full,Israel,,,2,SlightBelowAvg,AcademicHigh,4,Other,לא יודעת,3,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,"",3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,"",1,2,3,4,5,6,7,4,Kahlon,2,,3,3
141,0,Woman,51,Jewish,Secular,0.871188986,South,Married,Full,Israel,,,5,SlightBelowAvg,Matriculation,1,Gesher,"",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"",1,4,2,3,5,7,6,5,Kahlon,2,,2,2
142,0,Man,37,Jewish,Secular,0.871188986,South,Married,Full,Abroad,SovietUnion,1990,4,Decline,AcademicHigh,1,Kahlon,"",2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"",2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,"",3,1,2,4,5,7,6,4,Bait,1,5,,5
143,0,Woman,50,Jewish,Secular,0.871188986,Haifa,Married,Independent,Israel,,,4,Decline,Tertiary,1,Lavan,"",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"",2,3,1,5,6,4,7,5,Likud,2,,4,4
144,0,Man,43,Jewish,Secular,0.871188986,South,Married,Independent,Israel,,,3,WellAboveAvg,AcademicFirst,1,Gesher,"",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,"",2,1,3,4,5,6,7,5,No,1,3,,3
145,0,Woman,54,Jewish,Secular,0.871188986,South,Married,Retiree,Israel,,,2,Decline,AcademicFirst,1,Lavan,"",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",1,4,3,2,5,6,7,4,Avoda,1,1,,1
146,0,Woman,51,Jewish,Secular,0.871188986,Sharon,Divorced,Full,Israel,,,5,LikeAvg,AcademicHigh,1,Meretz,"",2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",,,,,,,1,3,Meretz,2,,3,3
147,0,Woman,51,Jewish,Religious,0.778403312,Haifa,Married,Partial,Israel,,,5,WellBelowAvg,Tertiary,3,Likud,"",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,"",1,2,4,5,6,3,7,4,Bait,1,4,,4
148,0,Woman,25,Jewish,Religious,0.778403312,TelAviv,Single,Full,Israel,,,3,WellBelowAvg,Matriculation,2,Likud,"",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,"",4,5,3,2,6,1,7,3,Yachad,1,5,,5
149,0,Woman,59,Jewish,Traditional,1.062425593,TelAviv,Decline,Partial,Israel,,,2,WellBelowAvg,Matriculation,1,Float,"",,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"",2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,"",3,2,1,,4,,,3,Other,2,,4,4
150,0,Man,19,Jewish,Secular,0.871188986,Haifa,Single,Soldier,Israel,,,4,WellAboveAvg,Matriculation,1,Lavan,"",2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",2,1,4,5,6,3,7,3,Couldnt,2,,5,5
151,0,Woman,54,Jewish,Traditional,1.062425593,Haifa,Married,Full,Israel,,,3,LikeAvg,HighSchool,1,Likud,"",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"",1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,"",1,2,3,6,7,4,5,1,Likud,2,,5,5
152,0,Woman,41,Jewish,UltraOrth,1.633642713,TelAviv,Married,Partial,Israel,,,8,SlightAboveAvg,Tertiary,1,Gimel,"",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,"",3,2,1,7,6,4,5,2,Yachad,1,4,,4
153,0,Woman,28,Jewish,Secular,0.871188986,South,Married,Partial,Abroad,SovietUnion,2005,4,SlightBelowAvg,Tertiary,1,Liberman,"",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,"",1,2,3,5,6,4,7,3,Liberman,1,2,,2
154,0,Woman,64,Jewish,TradRelig,1.369131627,Jerusalem,Married,Partial,Israel,,,4,SlightAboveAvg,Matriculation,1,Likud,"",1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,"",2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,"",1,2,3,7,6,5,4,2,Likud,2,,4,4
155,0,Man,35,Jewish,Secular,0.871188986,TelAviv,CommonLaw,Full,Israel,,,3,SlightAboveAvg,AcademicFirst,1,Avoda,"",2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,"",1,2,3,4,6,5,7,4,Meretz,1,1,,1
156,0,Man,38,Jewish,Secular,0.871188986,TelAviv,Married,Full,Israel,,,4,LikeAvg,AcademicFirst,1,Avoda,"",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",1,5,4,3,6,2,7,4,Avoda,1,1,,1
157,0,Woman,50,Jewish,Traditional,1.062425593,TelAviv,Married,Full,Israel,,,5,LikeAvg,Matriculation,1,Likud,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"",1,5,2,3,4,6,7,3,Likud,1,1,,1
158,0,Woman,30,Jewish,Traditional,1.062425593,TelAviv,Single,Independent,Israel,,,2,Decline,AcademicFirst,3,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"",1,2,5,4,3,6,7,2,Likud,2,,5,5
159,0,Woman,44,Jewish,Religious,0.778403312,TelAviv,Married,Unemployed,Abroad,SovietUnion,1979,5,Decline,Tertiary,2,Float,"",,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,"",4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"",1,2,3,4,7,6,5,1,Bait,1,2,,2
160,0,Man,22,Jewish,Traditional,1.062425593,South,Single,Independent,Israel,,,6,SlightBelowAvg,HighSchool,1,Likud,"",1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"",1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"",1,2,7,6,5,3,4,1,Likud,2,,5,5
161,0,Man,24,Jewish,UltraOrth,1.633642713,Haifa,Married,Independent,Israel,,,4,WellBelowAvg,AcademicFirst,1,Gimel,"",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"",3,2,,,,1,4,1,Gimel,2,,5,5
162,0,Woman,50,Jewish,Traditional,1.062425593,TelAviv,Married,Partial,Abroad,SovietUnion,1972,3,SlightBelowAvg,HighSchool,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"",1,2,3,6,5,4,7,3,Likud,1,4,,4
